model,model_org,n,pct_imputed,corr,pct_within_0p5pp,pct_within_2pp,median_abs_dev,brier,brier_market,brier_vs_market
Magistral-Medium-2506 (scratchpad with freeze values),Mistral,1280.0,5.114899925871016,0.9172526864869002,35.078125,58.28124999999999,0.013097006150000007,0.0700127824240307,0.04962357227481547,0.02038921014921523
ceramic-kettle,Google DeepMind,103.0,0.0,0.9165947606609892,11.650485436893204,48.54368932038835,0.0244871705,0.08371553398058253,0.09477222512484502,-0.011056691144262498
vati-2.0-raw-market,Vaticinus,90.0,0.0,0.9160823650465607,11.11111111111111,36.666666666666664,0.036289248999999996,0.08595270346548887,0.06895353156921438,0.016999171896274493
GPT-4-Turbo-2024-04-09 (zero shot with freeze values),OpenAI,2402.0,0.08319467554076539,0.915667360904189,39.50874271440467,62.031640299750215,0.009999999999999997,0.08509057865696343,0.06403649410750817,0.02105408454945526
Kimi-K2-Instruct (zero shot with freeze values),Moonshot,1557.0,0.7648183556405354,0.9152253434595795,30.956968529222866,54.97752087347463,0.015959858799999997,0.06892175037916735,0.04869435756939323,0.020227392809774127
GPT-5.1-2025-11-13 (zero shot with freeze values),OpenAI,1158.0,3.015075376884422,0.9148441748077548,16.580310880829018,44.559585492227974,0.026750000000000003,0.11148749687392054,0.0859071227660747,0.025580374107845832
carb-bomb-nano,Torchcast AI,90.0,0.0,0.9148319581313452,8.88888888888889,32.22222222222222,0.03500000000000002,0.09107788888888889,0.06895353156921438,0.022124357319674506
Kimi-K2-Instruct (scratchpad with freeze values),Moonshot,903.0,0.7692307692307693,0.9143415897895245,25.027685492801773,49.16943521594684,0.020799301000000048,0.07347248635605351,0.05444293601896831,0.0190295503370852
Llama-4-Scout-17B-16E-Instruct (scratchpad with freeze values),Meta,1733.0,0.7445589919816723,0.9143161549360433,24.985574148874782,43.335256780150026,0.02919,0.08338103927700713,0.06150494944616271,0.021876089830844422
O4-Mini-2025-04-16 (zero shot with freeze values),OpenAI,1789.0,1.8111964873765092,0.9142297463654646,33.42649524874231,57.18278367803242,0.013499999999999998,0.0766526841923881,0.0592098409540302,0.017442843238357902
Llama-3.3-70B-Instruct-Turbo (zero shot with freeze values),Meta,3022.0,1.883116883116883,0.9141489296722913,29.086697551290534,52.87888815354071,0.016837499999999964,0.07640688017664855,0.05434339122875575,0.022063488947892805
claude-opus-4-8-adaptive-thinking-high-24000-zero-shot-with-freeze-values,Anthropic,99.0,0.0,0.913683014951833,15.151515151515152,36.36363636363637,0.030000000000000027,0.10028524242424242,0.07693239834954944,0.02335284407469297
Gemini-2.5-Flash (zero shot with freeze values),Google,1003.0,2.05078125,0.9127160514470793,31.006979062811563,61.91425722831505,0.012,0.06578976459299504,0.04639492237991233,0.019394842213082714
GPT-5.2-2025-12-11 (zero shot with freeze values),OpenAI,909.0,0.0,0.912225324623991,17.82178217821782,38.943894389438945,0.030000000000000027,0.12239668135313532,0.10848554436234849,0.013911136990786832
Gemini-2.0-Flash-Lite-001 (scratchpad with freeze values),Google,822.0,0.7246376811594203,0.9119846435750371,31.508515815085158,53.64963503649635,0.016,0.05976065920624892,0.041984708651802635,0.017775950554446286
gold-anchor,DeepMind,60.0,0.0,0.9117830307639406,8.333333333333332,26.666666666666668,0.045549325800000026,0.07464219550000001,0.07202398133598543,0.0026182141640145734
wyrm-warlord-nano,Torchcast AI,90.0,0.0,0.9110057204818562,12.222222222222221,33.33333333333333,0.040420941399999966,0.09627893333333333,0.06895353156921438,0.027325401764118948
grok-4.3-zero-shot-with-freeze-values,xAI,99.0,0.0,0.9099613105813825,5.05050505050505,26.262626262626267,0.04999999999999999,0.1065540404040404,0.07693239834954944,0.029621642054490957
O4-Mini-2025-04-16 (scratchpad with freeze values),OpenAI,1796.0,1.4270032930845227,0.9086250477576915,28.84187082405345,52.11581291759465,0.01830926250000001,0.07497992886565497,0.05894390736795084,0.016036021497704125
Gemini-3.5-Flash (zero shot with freeze values),Google,295.0,0.0,0.9084399659406558,17.28813559322034,41.01694915254237,0.030431056800000023,0.1120321313559322,0.09260631978422249,0.01942581157170971
Gemma-4-31B-It (zero shot with freeze values),Google,584.0,6.260032102728733,0.9081592750101612,21.91780821917808,44.00684931506849,0.027407338149999995,0.12454977927123287,0.1074268371444135,0.017122942126819363
GPT-4.1-2025-04-14 (zero shot with freeze values),OpenAI,4057.0,0.7583170254403131,0.9067464498071715,34.38501355681538,60.857776682277546,0.0108535313,0.08652979774763268,0.06382323448262588,0.022706563265006807
Anton,Anthral Labs,102.0,0.0,0.9055601696468255,12.745098039215685,36.27450980392157,0.040719395400000025,0.1298679912745098,0.11128928732605199,0.0185787039484578
vati-2.0-soft-market,Vaticinus,90.0,0.0,0.9051222713672142,1.1111111111111112,10.0,0.07797002104999995,0.09973219848072223,0.06895353156921438,0.03077866691150785
Claude-3-Opus-20240229 (zero shot with freeze values),Anthropic,2399.0,0.20798668885191346,0.9051100503128712,32.38849520633597,54.06419341392247,0.015107500000000024,0.09178605198079508,0.06410949378276766,0.027676558198027418
steel-feather,Google DeepMind,102.0,0.0,0.9047895485980212,8.823529411764707,33.33333333333333,0.03651703549999998,0.12385780392156866,0.11128928732605199,0.012568516595516666
Qwen2.5-72B-Instruct-Turbo (scratchpad with freeze values),Qwen,883.0,0.7865168539325843,0.9038336352928474,18.912797281993203,37.712344280860705,0.04,0.0966908805958586,0.06887143591903228,0.02781944467682633
claude-opus-4-7-1024-zero-shot-with-freeze-values,Anthropic,99.0,0.0,0.9029352186546192,20.2020202020202,41.41414141414141,0.030939964699999933,0.1089338383838384,0.07693239834954944,0.03200144003428895
polaris,Anonymous 1,209.0,5.0,0.9019040298060932,16.74641148325359,45.45454545454545,0.023999999999999994,0.06276872656698564,0.039309533149687124,0.02345919341729851
gemini-3-1-pro_thk-high_srch-brave-long_crwd-1_data-tool-1_market-tool-0_tries-1,sirbayes,147.0,0.0,0.9004532574465881,20.408163265306122,48.97959183673469,0.020000000000000018,0.11054709523809522,0.1030854090412023,0.007461686196892928
GLM-5.1 (zero shot with freeze values),Z.ai,573.0,8.025682182985554,0.8995504491879747,19.022687609075042,40.48865619546248,0.030000000000000027,0.12932015505397934,0.10849384291604178,0.020826312137937564
gemini-3.1-pro-preview-high-web-search,Google DeepMind,99.0,0.0,0.8991508612502831,16.161616161616163,45.45454545454545,0.02532690559999995,0.11205606060606059,0.07693239834954944,0.035123662256511146
iron-compass,Google DeepMind,103.0,0.0,0.8988719047839901,15.53398058252427,46.601941747572816,0.020000000000000018,0.09148502912621362,0.09477222512484502,-0.0032871959986314064
claude-sonnet-4-5-20250929-1024-zero-shot-with-freeze-values,Anthropic,99.0,0.0,0.8987408712271234,11.11111111111111,38.38383838383838,0.04093996469999994,0.1079939292929293,0.07693239834954944,0.03106153094337985
Claude-Opus-4-6 (zero shot with freeze values),Anthropic,688.0,0.0,0.8976524522974699,13.662790697674417,38.08139534883721,0.03,0.1379790625145349,0.11181311885577695,0.026165943658757948
tungsten-feather,Google DeepMind,60.0,0.0,0.8963573332095991,0.0,5.0,0.10595000000000002,0.11399023099999998,0.07202398133598543,0.04196624966401455
Foresight-32B,Lightning Rod Labs,108.0,0.0,0.8944106800047672,37.03703703703704,65.74074074074075,0.012353531850000012,0.03648803009259259,0.030811249494607156,0.005676780597985435
Mistral-Large-2411 (scratchpad with freeze values),Mistral,1347.0,0.14825796886582654,0.8938593590755256,23.088344469190794,42.01930215293244,0.029130800000000005,0.07451458582578824,0.04999395575765951,0.024520630068128726
skipper-morgan-nano,Torchcast AI,90.0,0.0,0.8912587017567611,11.11111111111111,34.44444444444444,0.03652661740000002,0.10394880000000001,0.06895353156921438,0.034995268430785625
plastic-cactus,Google DeepMind,102.0,0.0,0.891230266170781,13.725490196078432,33.33333333333333,0.04001683949999996,0.13445392156862745,0.146736318888046,-0.012282397319418548
Claude-3-5-Sonnet-20240620 (zero shot with freeze values),Anthropic,5934.0,0.1514386673397274,0.8901489530958226,35.372430064037744,60.07751937984496,0.011492714049999991,0.08368070408227338,0.05446369473220842,0.02921700935006496
gpt-5-mini-2025-08-07-zero-shot-with-freeze-values,OpenAI,99.0,0.0,0.8890332866744042,8.080808080808081,28.28282828282828,0.05119197020000002,0.11484495202020202,0.07693239834954944,0.03791255367065258
Grok-4.20-Beta-0309-Reasoning (zero shot with freeze values),xAI,246.0,0.0,0.8887028952024262,12.195121951219512,32.52032520325203,0.04000000000000001,0.14981087353658537,0.11711929797567383,0.03269157556091154
BLF,sirbayes,107.0,0.0,0.8883588712438493,9.345794392523365,28.037383177570092,0.0448600834,0.1503852210769746,0.14725894712022777,0.0031262739567468334
GPT-5-Mini-2025-08-07 (zero shot with freeze values),OpenAI,2223.0,0.2244165170556553,0.8879138862517724,16.149347728295098,42.1502474134053,0.028319999999999998,0.10138916699077588,0.077140533780703,0.02424863321007288
Mistral-Large-2407 (scratchpad with freeze values),Mistral,3092.0,0.29022895840051594,0.8873948394460701,23.382923673997414,40.97671410090557,0.03418750000000002,0.08710255002524996,0.05615924713986496,0.030943302885384993
gemini-3.1-flash-lite-zero-shot-with-freeze-values,Google DeepMind,98.0,1.0101010101010102,0.8857137957103045,18.367346938775512,34.69387755102041,0.04075000000000005,0.11235998686525756,0.07768711414903463,0.03467287271622292
foresight-v3,LightningRodLabs,581.0,0.0,0.8845359673646505,12.564543889845096,36.144578313253014,0.0360900965,0.11945226796901894,0.10528522965733247,0.014167038311686461
silver-anchor,Google DeepMind,103.0,0.0,0.8842306695397565,12.62135922330097,45.63106796116505,0.023474835199999988,0.09654020388349514,0.09477222512484502,0.0017679787586501183
Grok 4.20 (Preview),xAI,112.0,0.0,0.8836832310061713,20.535714285714285,56.25,0.0149,0.055723195803571435,0.04600278536069262,0.009720410442878816
Claude-Opus-4-7 (zero shot with freeze values),Anthropic,295.0,0.0,0.8793254661102886,13.559322033898304,41.69491525423729,0.029634014099999995,0.11840703389830509,0.09260631978422249,0.025800714114082607
GPT-4-Turbo-2024-04-09 (scratchpad with freeze values),OpenAI,2392.0,0.49916805324459235,0.8776422230805616,36.49665551839465,56.35451505016722,0.012577946200000004,0.0901138663313949,0.06429405389357155,0.025819812437823345
Grok-4.3 (zero shot with freeze values),xAI,397.0,0.0,0.8758262051285106,8.060453400503778,28.463476070528966,0.04500000000000004,0.13301487176322419,0.10651377547336607,0.02650109628985811
claude-haiku-4-5-20251001-1024-zero-shot-with-freeze-values,Anthropic,99.0,0.0,0.8753792338900509,8.080808080808081,39.39393939393939,0.04574385510000001,0.11455532323232322,0.07693239834954944,0.03762292488277377
green tree,Google DeepMind,147.0,0.0,0.8733240837336937,3.4013605442176873,14.285714285714285,0.07880000000000009,0.11402071115646259,0.1030854090412023,0.010935302115260295
GPT-5.4-2026-03-05 (zero shot with freeze values),OpenAI,750.0,0.0,0.8726570478140605,8.4,32.53333333333333,0.03999999999999995,0.14141716012,0.11580536467574196,0.02561179544425804
minimax-m2.7-12000-zero-shot-with-freeze-values,MiniMax,95.0,4.040404040404041,0.8717994009952847,12.631578947368421,38.94736842105263,0.0365,0.10290052646146772,0.061306732911635714,0.041593793549832
Grok-4.20-0309-Reasoning (zero shot with freeze values),xAI,501.0,0.5952380952380952,0.8697695057070215,10.978043912175648,33.33333333333333,0.043431056800000034,0.14126706141716566,0.11347260519918304,0.027794456217982627
MiniMax-M2.7 (zero shot with freeze values),Minimax,80.0,84.12698412698413,0.8692788866800221,18.75,45.0,0.0247,0.11385685658002438,0.10674783171740558,0.007109024862618801
bronze-hat,Google DeepMind,102.0,0.0,0.8664519140625312,9.803921568627452,31.372549019607842,0.05617151960000005,0.15044910784313725,0.146736318888046,0.0037127889550912507
Grok-4-1-Fast-Non-Reasoning (zero shot with freeze values),xAI,1191.0,0.25125628140703515,0.8647282666271168,21.998320738874895,47.103274559193956,0.025,0.11952903621326616,0.08357389557825977,0.03595514063500639
GPT-4o (scratchpad with freeze values),OpenAI,563.0,0.5300353356890459,0.8641700740571371,29.484902309058615,51.15452930728242,0.0189,0.0983900546716775,0.06897858313403041,0.029411471537647088
mantic-2026-03-01,Mantic,128.0,0.0,0.8629488899775222,19.53125,39.84375,0.03237713149999999,0.12534717654914218,0.10684386177812802,0.018503314771014162
Gemini-3.1-Flash-Lite (zero shot with freeze values),Google,288.0,2.3728813559322033,0.862738029018649,20.833333333333336,41.66666666666667,0.0338762918,0.12423114183884088,0.09042744156796276,0.03380370027087812
capella,Anonymous 1,112.0,0.0,0.862040913355188,13.392857142857142,25.892857142857146,0.088,0.06863721428571427,0.04600278536069262,0.022634428925021655
Grok-4-Fast-Non-Reasoning (zero shot with freeze values),xAI,1059.0,0.1885014137606032,0.8595027323649944,29.367327667610954,53.63550519357885,0.0165,0.09594462288951841,0.0600800811101439,0.03586454177937451
GPT-4o-2024-11-20 (zero shot with freeze values with web search),OpenAI,458.0,0.8658008658008658,0.8582208333886242,26.85589519650655,50.87336244541485,0.019709751900000003,0.08201684077688397,0.040421780125496125,0.04159506065138784
Kimi-K2-Instruct-0905 (zero shot with freeze values),Moonshot,782.0,0.5089058524173028,0.8542227102956391,29.66751918158568,61.76470588235294,0.014,0.06928252033248082,0.04450037636698882,0.024782143965492
O3-2025-04-16 (scratchpad),OpenAI,434.0,0.22988505747126436,0.8531955710762522,13.594470046082948,29.953917050691242,0.05203124999999997,0.08759621332710829,0.05707089489751978,0.030525318429588513
claude-opus-4-8-1024-zero-shot-with-freeze-values,Anthropic,99.0,0.0,0.8516023085410632,17.17171717171717,34.34343434343434,0.0365,0.12314267676767675,0.07693239834954944,0.046210278418127304
Llama-3-70b-Chat-Hf (zero shot with freeze values),Meta,1514.0,0.0,0.8509609589080155,24.108322324966974,42.33817701453104,0.029999999999999957,0.10595274005727601,0.061431265221712834,0.04452147483556317
DeepSeek-V4-Pro (zero shot with freeze values),DeepSeek,209.0,29.152542372881356,0.8505677588677673,17.703349282296653,40.66985645933015,0.0342525836,0.12820905010121245,0.08043793353090878,0.04777111657030367
glass-lantern,Google DeepMind,102.0,0.0,0.8425296934340258,9.803921568627452,28.431372549019606,0.06178704480000001,0.1106313725490196,0.11128928732605199,-0.0006579147770323923
Cassi ensemble_2,Cassi-AI,216.0,1.8181818181818181,0.841825097942694,15.74074074074074,42.129629629629626,0.024749999999999998,0.05226003328888889,0.03925194400840345,0.013008089280485441
alice-s,Anonymous 10,90.0,0.0,0.8405286884405887,6.666666666666667,28.888888888888886,0.04902661740000001,0.10647464444444446,0.06895353156921438,0.03752111287523008
Gemini-3.1-Flash-Lite-Preview (zero shot with freeze values),Google,449.0,1.3186813186813187,0.8404948371618399,16.70378619153675,37.8619153674833,0.03899999999999999,0.17063196903100072,0.13107358964936605,0.03955837938163467
Gemini-2.0-Flash-Lite-001 (zero shot with freeze values),Google,827.0,0.12077294685990338,0.8402085389783887,31.922611850060463,52.35792019347038,0.017299999999999982,0.08245683257168013,0.04179792030770566,0.040658912263974466
Kimi-K2-Thinking (zero shot with freeze values),Moonshot,123.0,82.27665706051873,0.8398261693145619,36.58536585365854,62.601626016260155,0.0085,0.05400107415411941,0.03098914901388438,0.023011925140235027
Claude-Opus-4-8 (zero shot with freeze values),Anthropic,193.0,0.0,0.8377523730373478,11.917098445595855,37.82383419689119,0.034500000000000086,0.11973440155440414,0.08273241983983592,0.03700198171456821
rigel,Anonymous 1,108.0,0.0,0.8377420838265868,22.22222222222222,52.77777777777778,0.01589999999999999,0.05410274574074075,0.030811249494607156,0.02329149624613359
Claude-Opus-4-1-20250805 (zero shot with freeze values),Anthropic,2051.0,5.046296296296297,0.836006304930698,27.254997562164796,53.19356411506582,0.017298,0.10171400234224327,0.06552374913492418,0.0361902532073191
gpt-5.4-2026-03-05-zero-shot-with-freeze-values,OpenAI,99.0,0.0,0.8357629404709319,10.1010101010101,31.313131313131315,0.03983828340000001,0.11104252525252528,0.07693239834954944,0.03411012690297584
bootis,Anonymous 1,212.0,3.6363636363636362,0.8353402194090096,16.50943396226415,45.28301886792453,0.029960015650000046,0.07404707952830189,0.03802986949068118,0.03601721003762071
Grok-beta (zero shot),xAI,825.0,0.36231884057971014,0.834249294894155,11.393939393939394,26.060606060606062,0.0485,0.07273351278790059,0.041899248450008884,0.030834264337891708
foresight-v3-05-2026,LightningRodLabs,204.0,0.0,0.8331911100844471,3.431372549019608,21.07843137254902,0.06893269195,0.15650166666666665,0.12901280310704902,0.027488863559617632
copper-teapot,Google DeepMind,102.0,0.0,0.833093276101409,4.901960784313726,20.588235294117645,0.150109,0.1883629726109902,0.146736318888046,0.04162665372294419
GPT-4o-2024-11-20 (scratchpad with freeze values with web search),OpenAI,454.0,1.7316017316017316,0.8315479777389809,25.11013215859031,44.49339207048458,0.02500000000000001,0.08842347864696441,0.040249023097260146,0.048174455549704266
Claude-3-7-Sonnet-20250219 (scratchpad),Anthropic,3029.0,1.6558441558441557,0.8308322185729822,10.234400792340706,22.515681743149553,0.0760133483,0.08671309700616618,0.054222808023104814,0.03249028898306137
Qwen3-235B-A22B-Thinking-2507 (zero shot with freeze values),Qwen,763.0,16.52078774617068,0.8288444813934681,37.61467889908257,64.87549148099608,0.009499999999999953,0.06768269481717508,0.046057521157752135,0.021625173659422944
GPT-5.4-Mini-2026-03-17 (zero shot with freeze values),OpenAI,750.0,0.0,0.8265070642324853,10.8,31.733333333333334,0.042942221300000034,0.15205198934666667,0.11580536467574196,0.03624662467092471
GPT-4-0613 (zero shot with freeze values),OpenAI,566.0,0.0,0.8233652259403524,32.50883392226148,53.003533568904594,0.0167275,0.12050634711930897,0.06865833261831336,0.051848014500995604
GPT-4.5-Preview-2025-02-27 (scratchpad),OpenAI,913.0,1.5102481121898599,0.8192049089566679,5.476451259583789,18.948521358159912,0.079,0.08877384683483024,0.048318618104873035,0.0404552287299572
PAUL,ARC,107.0,0.0,0.8181317563129077,2.803738317757009,17.75700934579439,0.1209502586,0.1798170922111426,0.14725894712022777,0.032558145090914814
DeepSeek-V3.1 (zero shot with freeze values),DeepSeek,1514.0,0.13192612137203166,0.8150885427905997,19.550858652575958,39.233817701453106,0.044849999999999966,0.12654381431628856,0.08135031576360847,0.04519349855268008
Claude-3-Opus-20240229 (scratchpad with freeze values),Anthropic,2391.0,0.5407653910149751,0.8127023108101609,10.874111250522795,24.843161856963615,0.0735625,0.11751816036931101,0.06414856249654546,0.053369597872765545
sonnet_search_nocrowd,Anonymous6,128.0,0.0,0.8123300747292507,5.46875,28.125,0.050000000000000024,0.13407382812500002,0.10684386177812802,0.027229966346871998
Gemini-2.5-Flash-Preview-04-17 (scratchpad),Google,422.0,2.9885057471264367,0.8074804502266781,15.639810426540285,30.09478672985782,0.055057411099999974,0.10594889595437404,0.05847602953135608,0.047472866423017956
GPT-4o (scratchpad with news with freeze values),OpenAI,565.0,0.17667844522968199,0.8051574961825819,23.53982300884956,45.84070796460177,0.0262,0.1171647920831489,0.06877143134750507,0.04839336073564382
DeepSeek-R1 (scratchpad),DeepSeek,1953.0,10.821917808219178,0.8006468929593092,6.502816180235535,18.023553507424474,0.09643,0.08928008558248848,0.04878765914430752,0.04049242643818096
gpt-5.4-nano-2026-03-17-zero-shot-with-freeze-values,OpenAI,99.0,0.0,0.7993756707702298,7.07070707070707,24.242424242424242,0.060500000000000026,0.12992863636363636,0.07693239834954944,0.05299623801408691
cosmic,Anonymous 5,60.0,0.0,0.7977950450621781,16.666666666666664,36.666666666666664,0.0375,0.08616185066666666,0.058830028203954686,0.02733182246271198
arcturus,Anonymous 1,220.0,0.0,0.7970155585085973,17.727272727272727,38.18181818181819,0.04223317145,0.06894958828409091,0.038545122299159754,0.030404465984931156
ensemble,OracleMarkets,367.0,0.0,0.7960335911253839,6.811989100817439,22.888283378746593,0.06199999999999999,0.16340432152588555,0.1246958992104496,0.03870842231543595
Llama-3-70b-Chat-Hf (scratchpad with freeze values),Meta,1512.0,0.13210039630118892,0.7953411089706452,12.367724867724867,25.0,0.07956101105,0.1178984429036541,0.06151201420844376,0.05638642869521034
Gemini-1.5-Flash (zero shot with freeze values),Google,565.0,0.17667844522968199,0.7921612821447723,25.486725663716815,46.19469026548673,0.025377499999999942,0.1306647770070731,0.06876215267604491,0.061902624331028194
Claude-3-5-Sonnet-20241022 (scratchpad),Anthropic,3026.0,1.753246753246753,0.7897941578999056,9.881031064111037,23.595505617977526,0.07705999999999999,0.09757081929378754,0.054283009700898235,0.043287809592889304
calibra,calibralabs,402.0,0.0,0.786831973002177,2.9850746268656714,11.194029850746269,0.08991134979999998,0.15440185925373132,0.1141696570978339,0.040232202155897415
GPT-4.5-Preview-2025-02-27 (zero shot),OpenAI,924.0,0.3236245954692557,0.7826424092097435,9.523809523809524,27.164502164502164,0.0615942288,0.1022668648810606,0.047747388668755095,0.054519476212305504
orcas,Anonymous 1,172.0,0.0,0.7792306128515716,23.837209302325583,61.627906976744185,0.010249999999999999,0.0785241976744186,0.0319235824090758,0.046600615265342794
Gemini-2.5-Flash-Preview-04-17 (zero shot),Google,422.0,2.9885057471264367,0.7758160547913352,18.48341232227488,37.203791469194314,0.04811312500000001,0.11867300355826146,0.058060131399772064,0.0606128721584894
centauri,Anonymous 1,214.0,2.727272727272727,0.7749937454684112,10.2803738317757,27.102803738317753,0.09000000000000001,0.08500804210280374,0.039537347690724985,0.04547069441207876
Claude-Opus-4-20250514 (scratchpad),Anthropic,432.0,1.5945330296127564,0.7709961849041276,9.49074074074074,24.76851851851852,0.068078,0.09674192518425925,0.04204202962054352,0.05469989556371573
Grok-beta (scratchpad),xAI,827.0,0.12077294685990338,0.7692350291777894,6.408706166868199,11.24546553808948,0.13999999999999999,0.09763008703845344,0.04179792083381661,0.05583216620463683
pro-high-brave-c1-t1,sirbayes,119.0,0.0,0.7685452990496737,3.361344537815126,13.445378151260504,0.15834633110000002,0.1575060876078472,0.09869508054910643,0.058811007058740775
GPT-4-Turbo-2024-04-09 (scratchpad with news with freeze values),OpenAI,561.0,0.88339222614841,0.7661692371502462,19.607843137254903,33.68983957219251,0.056880667499999996,0.12161233614574997,0.06922420967801211,0.052388126467737856
gpt-5.4-mini-2026-03-17-zero-shot-with-freeze-values,OpenAI,99.0,0.0,0.7651630226428173,11.11111111111111,30.303030303030305,0.05000000000000002,0.1426400707070707,0.07693239834954944,0.06570767235752124
Claude-3-5-Sonnet-20241022 (zero shot),Anthropic,3055.0,0.8116883116883116,0.7643701867127001,7.986906710310966,22.356792144026187,0.08620000000000005,0.10663962152867432,0.05366743751446322,0.052972184014211096
O4-Mini-2025-04-16 (zero shot),OpenAI,1789.0,1.8111964873765092,0.7606859454966373,11.06763555058692,24.874231414197876,0.0635,0.10658315299501454,0.059238629723524325,0.04734452327149022
GPT-4.1-2025-04-14 (scratchpad),OpenAI,2231.0,1.1519716437749226,0.7600126161770328,14.612281488121917,31.77947108919767,0.05718800000000002,0.10689223098040455,0.05856939771922749,0.04832283326117706
Meta-Llama-3.1-405B-Instruct-Turbo (zero shot),Meta,880.0,1.1235955056179776,0.7597607872292252,5.568181818181818,20.34090909090909,0.09944734784999999,0.12249997847270454,0.06910206306418196,0.05339791540852258
O3-Mini-2025-01-31 (zero shot),OpenAI,1698.0,1.7361111111111112,0.75255109120519,5.064782096584216,15.01766784452297,0.10737500000000001,0.1063308581890907,0.05001232917878125,0.056318529010309454
Llama-3.3-70B-Instruct-Turbo (zero shot),Meta,2997.0,2.6948051948051948,0.7471400502491442,6.8401735068401734,21.65498832165499,0.09000000000000001,0.10630077285301469,0.054790224001204736,0.05151054885180995
claude-3-5-haiku-20241022,Anthropic,439.0,0.0,0.7451610334009279,4.328018223234624,13.439635535307518,0.1008468652,0.09952080410022779,0.0413897811622094,0.05813102293801839
GPT-4o-2024-11-20 (scratchpad with web search),OpenAI,456.0,1.2987012987012987,0.7440806867443746,8.333333333333332,21.929824561403507,0.08820743010000001,0.10662707270921053,0.04058932052084001,0.06603775218837052
Claude-3-5-Sonnet-20240620 (scratchpad with news with freeze values),Anthropic,565.0,0.17667844522968199,0.7439617451763423,16.10619469026549,29.911504424778762,0.065,0.13684122603541068,0.06877143134750507,0.06806979468790561
Fathom-Search-4B (prompt 1),FractalAIResearch,112.0,0.0,0.7439031383934319,22.321428571428573,33.92857142857143,0.04775,0.12498131249999998,0.04600278536069262,0.07897852713930736
QwQ-32B-Preview (scratchpad),Qwen,1197.0,5.225653206650831,0.7425757672379845,4.845446950710109,12.781954887218044,0.1224,0.10253736886725147,0.047897275444046435,0.054640093423205034
alice,Anonymous 10,90.0,0.0,0.7421687912783389,7.777777777777778,23.333333333333332,0.05499999999999999,0.11771755555555556,0.06895353156921438,0.04876402398634118
O4-Mini-2025-04-16 (scratchpad),OpenAI,1793.0,1.5916575192096598,0.740986687640219,8.310094813162298,20.858895705521473,0.07948250000000001,0.10538285832682767,0.059093932670342075,0.0462889256564856
deneb,Anonymous 1,62.0,0.0,0.7383434618950853,14.516129032258066,51.61290322580645,0.019249999999999996,0.0651059058064516,0.05920846451589874,0.005897441290552863
Mistral-Large-2407 (zero shot),Mistral,3097.0,0.1289906481780071,0.7292034076641186,5.263157894736842,13.14175008072328,0.1229491126,0.13148208596060704,0.05627907831020789,0.07520300765039914
canopus,Anonymous 1,220.0,0.0,0.7287565525827443,6.8181818181818175,23.18181818181818,0.09999999999999999,0.08347436363636364,0.038545122299159754,0.044929241337203885
Claude-Opus-4-1-20250805 (scratchpad),Anthropic,411.0,1.4388489208633095,0.728092094160117,10.70559610705596,25.304136253041364,0.05904840450000001,0.09281293798369829,0.05378842750922379,0.0390245104744745
DeepSeek-V3 (zero shot),DeepSeek,2190.0,0.0,0.7247611118802575,3.8356164383561646,10.273972602739725,0.14461799999999997,0.11896059424200912,0.04724013554726495,0.07172045869474417
DeepSeek-V3 (scratchpad),DeepSeek,2175.0,0.684931506849315,0.7211753031604916,5.379310344827586,15.264367816091953,0.1285735,0.10799578804032185,0.04756592171045339,0.060429866329868465
Fathom-Search-4B (prompt 2),FractalAIResearch,112.0,0.0,0.717624536218553,24.107142857142858,38.392857142857146,0.04575,0.12047857142857142,0.04600278536069262,0.0744757860678788
GLM-4.5-Air-FP8 (zero shot with freeze values),Z.ai,637.0,0.0,0.7173403140508057,26.687598116169546,54.160125588697014,0.0165,0.10076777764258914,0.04807274985638783,0.05269502778620131
Gemini-2.0-Flash-Lite-001 (scratchpad),Google,825.0,0.36231884057971014,0.7126099998390228,5.212121212121213,13.696969696969695,0.1266125,0.09991297923636483,0.04189621875127214,0.05801676048509269
Qwen1.5-110B-Chat (scratchpad with freeze values),Qwen,558.0,1.4134275618374559,0.7098892130909613,8.960573476702509,16.48745519713262,0.1099,0.1453799762928844,0.069496289253747,0.0758836870391374
Qwen3-235B-A22B-Fp8-Tput (scratchpad),Qwen,2337.0,14.956331877729257,0.7079954960138026,6.418485237483954,16.90201112537441,0.109375,0.11558389690672873,0.061180958177661685,0.05440293872906704
O3-Mini-2025-01-31 (scratchpad),OpenAI,1693.0,2.025462962962963,0.7076533184417717,2.5398700531600706,9.214412285883048,0.1495,0.12026597215601004,0.050155146150228515,0.07011082600578153
Claude-Sonnet-4-20250514 (scratchpad),Anthropic,847.0,1.0514018691588785,0.7073409854513918,7.201889020070838,18.417945690672962,0.1008170106,0.10023530569067296,0.04757022367460967,0.05266508201606329
sirius,Anonymous 1,204.0,7.2727272727272725,0.7057201673088576,9.803921568627452,26.96078431372549,0.09999999999999998,0.10079928063921569,0.03924604989109507,0.061553230748120615
Gemini-1.5-Pro (zero shot with freeze values),Google,275.0,51.41342756183745,0.7051976828328429,16.0,36.0,0.04393978329999998,0.16717557856626242,0.0797067853522769,0.08746879321398551
Ensemble,Anonymous 1,382.0,0.0,0.7036376899778841,8.638743455497382,26.17801047120419,0.06475,0.08469148429319372,0.03730776652915528,0.047383717764038435
