model,n,mean_adj,lo,hi,verdict
Kimi-K2-Instruct-0905 (zero shot),772,0.07337334694581375,0.05787286673316236,0.0878164952159038,below market
Kimi-K2-Thinking (zero shot with freeze values),123,0.023011925140235034,0.0010477195259030005,0.04985416133402246,below market
Kimi-K2-Thinking (zero shot),209,0.0418923233550125,0.01413909070340611,0.07080827544274065,below market
Kimi-K2.5 (zero shot),87,0.08624332019956203,0.03281597006251787,0.14411207104153495,below market
"LLM Crowd (gpt-4o, claude-3.5-sonnet, gemini-1.5-pro) geometric mean log odds with news",239,0.0683470712270264,0.05322008219749459,0.08429818312294363,below market
"LLM Crowd (gpt-4o, claude-3.5-sonnet, gemini-1.5-pro) geometric mean with news",239,0.058780769687716346,0.04282552447104786,0.07289503524785401,below market
"LLM Crowd (gpt-4o, claude-3.5-sonnet, gemini-1.5-pro) median with news",239,0.06840386424541399,0.05360511740317232,0.08500280914158032,below market
Llama-2-70b-Chat-Hf (scratchpad with freeze values),564,0.16688283582432487,0.15080478900608374,0.18194159354938733,below market
Llama-2-70b-Chat-Hf (scratchpad),564,0.1723064273481882,0.1580313626509106,0.18887658407092955,below market
Llama-2-70b-Chat-Hf (zero shot with freeze values),556,0.22643194248504223,0.2020069082511743,0.2509533427120759,below market
Llama-2-70b-Chat-Hf (zero shot),540,0.265211644450067,0.24334687334115937,0.2869439449526862,below market
Llama-3-70b-Chat-Hf (scratchpad with freeze values),1512,0.056386428695210336,0.04991997083556089,0.06326350788460398,below market
Llama-3-70b-Chat-Hf (scratchpad),1511,0.12508300635834002,0.11745604889619052,0.13289142131150025,below market
Llama-3-70b-Chat-Hf (zero shot with freeze values),1514,0.04452147483556317,0.0364501577843711,0.0519521939712986,below market
Llama-3-70b-Chat-Hf (zero shot),1505,0.08713872781284752,0.07838410448316004,0.09563188158624049,below market
Llama-3-8b-Chat-Hf (scratchpad with freeze values),1015,0.14008125293883733,0.12606954408588128,0.15466631738099146,below market
Llama-3-8b-Chat-Hf (scratchpad),1015,0.17915255394045554,0.16595006567519396,0.19262156841378242,below market
Llama-3-8b-Chat-Hf (zero shot with freeze values),1015,0.07184631705082362,0.05820717293870611,0.08590286151550536,below market
Llama-3-8b-Chat-Hf (zero shot),1005,0.11838859742959607,0.1014799373521594,0.13508563790887335,below market
Llama-3.2-3B-Instruct-Turbo (scratchpad with freeze values),890,0.20382319204484528,0.18878546094381823,0.21936514057404616,below market
Llama-3.2-3B-Instruct-Turbo (scratchpad),889,0.20272493611983394,0.18848583421983622,0.2181594503322138,below market
Llama-3.2-3B-Instruct-Turbo (zero shot with freeze values),439,0.06589838789892098,0.040680462637799425,0.09363235567121364,below market
Llama-3.2-3B-Instruct-Turbo (zero shot),277,0.049059521538610505,0.019705475685202378,0.07944152004005452,below market
Llama-3.3-70B-Instruct-Turbo (scratchpad with freeze values),3038,0.013109020443427486,0.010484908953728922,0.01571376785155649,below market
Llama-3.3-70B-Instruct-Turbo (scratchpad),3026,0.06772615093821036,0.06330167268328687,0.07246300201965877,below market
Llama-3.3-70B-Instruct-Turbo (zero shot with freeze values),3022,0.022063488947892812,0.01812873551844252,0.026421234565720004,below market
Llama-3.3-70B-Instruct-Turbo (zero shot),2997,0.051510548851809945,0.04675557432151914,0.056537348993630936,below market
Llama-4-Maverick-17B-128E-Instruct-FP8 (scratchpad with freeze values),1721,0.018023651171816958,0.014127551930575239,0.02220238435642303,below market
Llama-4-Maverick-17B-128E-Instruct-FP8 (scratchpad),1707,0.06454644014078256,0.05827441114154473,0.07053985926943315,below market
Llama-4-Maverick-17B-128E-Instruct-FP8 (zero shot with freeze values),1553,0.12489019731974726,0.10912057261350595,0.13972362147065634,below market
Llama-4-Maverick-17B-128E-Instruct-FP8 (zero shot),753,0.08155018487634598,0.067320044584676,0.0969969860052393,below market
Llama-4-Scout-17B-16E-Instruct (scratchpad with freeze values),1733,0.02187608983084444,0.01773452357827762,0.026235332704026296,below market
Llama-4-Scout-17B-16E-Instruct (scratchpad),1725,0.05865498267404176,0.05192122703594448,0.06547563154566582,below market
Llama-4-Scout-17B-16E-Instruct (zero shot with freeze values),2167,0.06496013855111613,0.057625006627736286,0.07264409416992085,below market
Llama-4-Scout-17B-16E-Instruct (zero shot),2163,0.10185987308871663,0.093117600921719,0.11073631806698228,below market
Magistral-Medium-2506 (scratchpad with freeze values),1280,0.02038921014921523,0.014859768418774283,0.026215488526376743,below market
Magistral-Medium-2506 (scratchpad),1137,0.12124876253765818,0.10844820470006913,0.13422749525988978,below market
Magistral-Medium-2506 (zero shot with freeze values),70,0.136952484688134,0.06433432958034256,0.21508999341150492,below market
Meta-Llama-3.1-405B-Instruct-Turbo (scratchpad with freeze values),884,0.013473069059034365,0.009178570096215031,0.018451480879974703,below market
Meta-Llama-3.1-405B-Instruct-Turbo (scratchpad),880,0.06458983185751734,0.05586061015719293,0.07362215394242504,below market
Meta-Llama-3.1-405B-Instruct-Turbo (zero shot with freeze values),890,0.015159487074843362,0.008702964744083492,0.022115434547913506,below market
Meta-Llama-3.1-405B-Instruct-Turbo (zero shot),880,0.05339791540852259,0.04370934011271814,0.06359927571249667,below market
MiniMax-M2.5 (zero shot with freeze values),67,0.01911349398611493,0.004178205425618445,0.036855814671295145,below market
MiniMax-M2.7 (zero shot with freeze values),80,0.007109024862618782,-0.027769037493016496,0.047968846437664275,indistinguishable
Mistral-Large-2407 (scratchpad with freeze values),3092,0.03094330288538499,0.027063641003390083,0.0347955198445578,below market
Mistral-Large-2407 (scratchpad),3099,0.10708457005307497,0.10143421891547695,0.11268403683480407,below market
Mistral-Large-2407 (zero shot with freeze values),3101,0.01655539838754259,0.013450292191853255,0.019757236512631823,below market
Mistral-Large-2407 (zero shot),3097,0.07520300765039915,0.0691118034216168,0.08135983057729029,below market
Mistral-Large-2411 (scratchpad with freeze values),1347,0.024520630068128723,0.019871531492121883,0.029811153464645572,below market
Mistral-Large-2411 (scratchpad),1346,0.10325535036733485,0.09433955409156008,0.11189350647378017,below market
Mistral-Large-2411 (zero shot with freeze values),1348,0.017319053500862422,0.012044758978388213,0.02269625127424196,below market
Mistral-Large-2411 (zero shot),1342,0.07691948963603865,0.0670683381547128,0.08726959975090892,below market
Mistral-Large-Latest (scratchpad with freeze values),565,0.08268373745551484,0.06839206650574875,0.09620952661875545,below market
Mistral-Large-Latest (scratchpad with news with freeze values),565,0.1455560347409905,0.12798625373529365,0.16305473763999107,below market
Mistral-Large-Latest (scratchpad with news),566,0.1522846996255029,0.13518595288448748,0.16958445369537514,below market
Mistral-Large-Latest (scratchpad),566,0.12209689043822373,0.10733607570621033,0.136928246291846,below market
Mistral-Large-Latest (superforecaster with news 1),564,0.14585255739439873,0.12619898780979366,0.16545967725390187,below market
Mistral-Large-Latest (superforecaster with news 2),566,0.1742054869753262,0.1548637511505959,0.19290449089508968,below market
Mistral-Large-Latest (superforecaster with news 3),566,0.16133880741702233,0.1445737508097562,0.17849880004334034,below market
Mistral-Large-Latest (zero shot with freeze values),566,0.092337955514807,0.07522926100743257,0.11068754867335681,below market
Mistral-Large-Latest (zero shot),566,0.13436776102126263,0.11607263818765708,0.1527227477844767,below market
Mixtral-8x22B-Instruct-V0.1 (scratchpad with freeze values),564,0.08365039608529103,0.06820992295816644,0.1002208194794434,below market
Mixtral-8x22B-Instruct-V0.1 (scratchpad with news with freeze values),564,0.12226335185470127,0.106903116524249,0.13872241098137006,below market
Mixtral-8x22B-Instruct-V0.1 (scratchpad with news),565,0.12747873542413488,0.11197229889051234,0.1431024373722579,below market
Mixtral-8x22B-Instruct-V0.1 (scratchpad),566,0.11905342181631562,0.10407871934189288,0.13447695497872694,below market
Mixtral-8x22B-Instruct-V0.1 (superforecaster with news 1),562,0.10833099036755496,0.08937239192563591,0.1266278266964101,below market
Mixtral-8x22B-Instruct-V0.1 (superforecaster with news 2),566,0.14301221906013187,0.12725605397013912,0.15943487389901884,below market
Mixtral-8x22B-Instruct-V0.1 (superforecaster with news 3),565,0.13123032026670953,0.1172602288542545,0.14558953049940557,below market
Mixtral-8x22B-Instruct-V0.1 (zero shot with freeze values),566,0.12448966196559852,0.10189690660075253,0.14655802915804844,below market
Mixtral-8x22B-Instruct-V0.1 (zero shot),564,0.11931171276216428,0.1009166474420193,0.1384586312107779,below market
Mixtral-8x7B-Instruct-V0.1 (scratchpad with freeze values),426,0.15129466657161583,0.1281292476290185,0.17553594039133846,below market
Mixtral-8x7B-Instruct-V0.1 (scratchpad with news with freeze values),334,0.18792702368393235,0.16290215187656476,0.21375623180971548,below market
Mixtral-8x7B-Instruct-V0.1 (scratchpad with news),331,0.19281466839863415,0.16860762175007832,0.21702454921559047,below market
Mixtral-8x7B-Instruct-V0.1 (scratchpad),402,0.15337909936785132,0.1313116367033957,0.17356597855189956,below market
Mixtral-8x7B-Instruct-V0.1 (superforecaster with news 1),303,0.18789565672381214,0.16111860793896957,0.21417494066410162,below market
Mixtral-8x7B-Instruct-V0.1 (superforecaster with news 2),323,0.2108821521231436,0.18141687958063205,0.2397896297786024,below market
Mixtral-8x7B-Instruct-V0.1 (superforecaster with news 3),282,0.18711659306819448,0.16134735477534878,0.212454326550386,below market
Mixtral-8x7B-Instruct-V0.1 (zero shot with freeze values),566,0.08412014741360611,0.06388503945831688,0.10344656628128143,below market
Mixtral-8x7B-Instruct-V0.1 (zero shot),560,0.1393994744629648,0.11492381377490805,0.16541731477566632,below market
O3-2025-04-16 (scratchpad with freeze values),435,0.014603447876890614,0.008127660084228083,0.02104327964688253,below market
O3-2025-04-16 (scratchpad),434,0.030525318429588517,0.018839285289655408,0.042990188797052964,below market
O3-2025-04-16 (zero shot with freeze values),1040,0.01378624591389233,0.008050597875916783,0.01989609537402758,below market
O3-2025-04-16 (zero shot),1039,0.04905095706380494,0.0380928837381454,0.05971959563134007,below market
O3-Mini-2025-01-31 (scratchpad with freeze values),1695,0.02054271640778755,0.01618034006459063,0.025082756888066236,below market
O3-Mini-2025-01-31 (scratchpad),1693,0.07011082600578153,0.0632475699647906,0.0765575135158041,below market
O3-Mini-2025-01-31 (zero shot with freeze values),1696,0.01613212970926701,0.011913213963025108,0.020436392552255305,below market
O3-Mini-2025-01-31 (zero shot),1698,0.05631852901030945,0.04948188462174321,0.0628219799916646,below market
O4-Mini-2025-04-16 (scratchpad with freeze values),1796,0.016036021497704115,0.01150253449357542,0.020896610050271207,below market
O4-Mini-2025-04-16 (scratchpad),1793,0.04628892565648558,0.039332440114010866,0.05338155409349259,below market
O4-Mini-2025-04-16 (zero shot with freeze values),1789,0.017442843238357902,0.012816907006451706,0.022355561446215012,below market
O4-Mini-2025-04-16 (zero shot),1789,0.0473445232714902,0.03943861069937243,0.05476486501391967,below market
PAUL,107,0.0325581450909148,0.004588204337664631,0.05925351227750052,below market
Public median forecast,57,0.019980125152559224,0.0010673827920289567,0.03999937456441111,below market
QwQ-32B-Preview (scratchpad with freeze values),1222,0.012662388971029897,0.008390364290699379,0.0168423621791984,below market
QwQ-32B-Preview (scratchpad),1197,0.054640093423205034,0.04707708193570804,0.06272875009260387,below market
QwQ-32B-Preview (zero shot with freeze values),727,0.14262441249278351,0.11982470297669533,0.16556126805395674,below market
QwQ-32B-Preview (zero shot),104,0.25680003143471536,0.196025865144293,0.31649255178816044,below market
Qwen1.5-110B-Chat (scratchpad with freeze values),558,0.07588368703913743,0.062318561794578314,0.09012576284259312,below market
Qwen1.5-110B-Chat (scratchpad with news with freeze values),562,0.09486196025533844,0.080958004565004,0.10987352853386459,below market
Qwen1.5-110B-Chat (scratchpad with news),564,0.11900927972502819,0.10526554461708751,0.13332452178357454,below market
Qwen1.5-110B-Chat (scratchpad),565,0.10147679874099051,0.08919067844232427,0.11477280987136423,below market
Qwen1.5-110B-Chat (superforecaster with news 1),562,0.12270577100631451,0.1040618830378645,0.14045345884351917,below market
Qwen1.5-110B-Chat (superforecaster with news 2),563,0.1472996827598716,0.13115047260674076,0.16496218106580163,below market
Qwen1.5-110B-Chat (superforecaster with news 3),565,0.12510057178053133,0.11088159156608807,0.13897187142777773,below market
Qwen1.5-110B-Chat (zero shot with freeze values),552,0.09135992214563876,0.07311141393171626,0.11015587520286134,below market
Qwen1.5-110B-Chat (zero shot),553,0.11783778017937055,0.10121233071368226,0.13433461408152686,below market
Qwen2.5-72B-Instruct-Turbo (scratchpad with freeze values),883,0.027819444676826337,0.021917000285028423,0.033995214768693695,below market
Qwen2.5-72B-Instruct-Turbo (scratchpad),889,0.07821561431724677,0.06870768713428019,0.08784493495876476,below market
Qwen2.5-72B-Instruct-Turbo (zero shot with freeze values),890,0.02068640384850775,0.01529490068746618,0.02646437893001313,below market
Qwen2.5-72B-Instruct-Turbo (zero shot),890,0.07615078856450268,0.06556818512696232,0.08576264113490437,below market
Qwen3-235B-A22B-Fp8-Tput (scratchpad with freeze values),2546,0.007487174291714261,0.0048605581221031775,0.010092951439283715,below market
Qwen3-235B-A22B-Fp8-Tput (scratchpad),2337,0.05440293872906703,0.04804311172620649,0.060604312766734204,below market
Qwen3-235B-A22B-Fp8-Tput (zero shot with freeze values),2272,0.09818413215326831,0.08718650433780059,0.10908541289206743,below market
Qwen3-235B-A22B-Fp8-Tput (zero shot),1188,0.08501565065019384,0.0733892632630886,0.09786713548120714,below market
Qwen3-235B-A22B-Thinking-2507 (zero shot with freeze values),763,0.021625173659422948,0.011188648299116546,0.03251772912414954,below market
Qwen3-235B-A22B-Thinking-2507 (zero shot),665,0.08609716714220757,0.06803748282546432,0.10497240804947494,below market
Spring,103,0.0016512680034171043,-0.011567835692570666,0.01745639691540106,indistinguishable
Summer,103,0.0011925954617180773,-0.01040391567865196,0.015137903649417632,indistinguishable
Superforecaster median forecast,57,-0.017277136908844287,-0.03541002253821061,-0.001622036676421064,beats market
WIND_01,60,0.016827332995581246,-0.0012166913194326331,0.03448174894271484,indistinguishable
WIND_02,60,0.016123159083864576,-0.0026233758922664424,0.03381121119196119,indistinguishable
WIND_03,60,-0.005395075088235428,-0.014693648923888226,0.0006767381529400587,indistinguishable
aj-v1,603,-0.003307096574545147,-0.00939608373044324,0.0025074226114213003,indistinguishable
alice,90,0.04876402398634117,0.006806253475674397,0.09507302960898956,below market
alice-s,90,0.037521112875230064,0.007027245892479528,0.07074479483873745,below market
arcturus,220,0.03040446598493116,0.014019723244376107,0.048129264725862216,below market
big green leaf,103,-0.0011708626976605634,-0.015944991610133904,0.014847523899953925,indistinguishable
bigdipper,112,0.05071362981787881,0.016801417469442078,0.08977369376274395,below market
blf-ensemble-opus45-gpt55,303,0.003572309107447557,-0.006085721397986204,0.014062713632974752,indistinguishable
blue croc,103,-0.00211986580445668,-0.016507107810414232,0.013574174274739935,indistinguishable
blue-turtle,60,-0.0025797242039546824,-0.012189383975288778,0.005541204458391489,indistinguishable
bob,60,0.025648101997347905,0.007084693121337465,0.04598586499841975,below market
bob-s,60,0.015808168664014577,-0.001288070287718779,0.03362933514506883,indistinguishable
bootis,212,0.03601721003762072,0.021571560055095515,0.05231390105544928,below market
brass-apple,102,0.0020031636543401546,-0.018441454679478785,0.026423099668196226,indistinguishable
bronze-hat,102,0.0037127889550912577,-0.028614092118797903,0.04030649261222478,indistinguishable
calibra,402,0.04023220215589746,0.025013161375421766,0.05609547961958273,below market
canopus,220,0.04492924133720389,0.026619938154892962,0.06328923259665185,below market
capella,112,0.022634428925021672,0.00538544240379738,0.04009895854882703,below market
captain-jack,103,-0.005460176581155708,-0.024267629195940527,0.014936117548363746,indistinguishable
carb-bomb-nano,90,0.022124357319674517,0.003341211323328947,0.04362767559757854,below market
centauri,214,0.045470694412078766,0.029274141575566244,0.06163974992211103,below market
ceramic-kettle,103,-0.011056691144262505,-0.03245830072734877,0.014626302187273444,indistinguishable
claude-3-5-haiku-20241022,439,0.058131022938018403,0.04555500313930366,0.0708588619581731,below market
claude-haiku-4-5-20251001-1024,99,0.16265173296358187,0.1066489184744513,0.21876231464112147,below market
claude-haiku-4-5-20251001-1024-zero-shot-with-freeze-values,99,0.037622924882773794,0.013929628485525578,0.06872990721774054,below market
claude-opus-4-7-1024,99,0.14980295518580408,0.09804973548117543,0.20674411052551872,below market
claude-opus-4-7-1024-zero-shot-with-freeze-values,99,0.03200144003428895,0.011525913371031348,0.05521598295780994,below market
claude-opus-4-8-1024,99,0.15563426831711719,0.09607333118936255,0.21405804776315784,below market
claude-opus-4-8-1024-zero-shot-with-freeze-values,99,0.04621027841812733,0.017147395081208473,0.08083101268297448,below market
claude-opus-4-8-adaptive-thinking-high-24000,99,0.13870800569085456,0.08865741453018637,0.19518374645243614,below market
claude-opus-4-8-adaptive-thinking-high-24000-zero-shot-with-freeze-values,99,0.023352844074692996,0.0025718299850664016,0.04681175468277449,below market
claude-opus-4-8-adaptive-thinking-max-web-search-128000,99,0.0029019450847940016,-0.013511117489225875,0.016606852790345933,indistinguishable
claude-opus-4-8-adaptive-thinking-max-web-search-128000-zero-shot-with-freeze-values,99,0.00272712690297582,-0.007723363370063322,0.013205619124613939,indistinguishable
claude-sonnet-4-5-20250929-1024,99,0.16038917740802633,0.10901083424966233,0.21312752171404561,below market
claude-sonnet-4-5-20250929-1024-zero-shot-with-freeze-values,99,0.03106153094337986,0.009718613948099827,0.05636504674450418,below market
claude-sonnet-4-6-1024,99,0.12382820771105665,0.07540709918168881,0.1705878074313294,below market
claude-sonnet-4-6-1024-zero-shot-with-freeze-values,99,0.020584411798073136,0.0064200383402258625,0.0354249837944033,below market
claude-sonnet-4-6-adaptive-thinking-16000,99,0.13435144003428895,0.08351984881712293,0.1851413716274381,below market
claude-sonnet-4-6-adaptive-thinking-16000-zero-shot-with-freeze-values,99,0.016944535993884912,0.0030994985089506594,0.03261259956968807,below market
claude-sonnet-5-adaptive-thinking-16000,99,0.1432271976100465,0.08914461729806762,0.20386917218470393,below market
claude-sonnet-5-adaptive-thinking-16000-zero-shot-with-freeze-values,99,0.020251692559541477,0.0050245672679739796,0.037850573162039367,below market
copper-teapot,102,0.04162665372294419,-0.0034930594922648757,0.09194967058984042,indistinguishable
cosmic,60,0.027331822462711992,-0.019103736801994915,0.07955868960746246,indistinguishable
deneb,62,0.005897441290552865,-0.04125038777758866,0.06332716564956438,indistinguishable
denim-shears,60,0.02675745199734791,-0.0035155008775589777,0.06941093126781693,indistinguishable
dragon-brother,103,-0.004600496969505226,-0.02325726762371322,0.015979950346635848,indistinguishable
ensemble,685,0.017789024365436973,0.007177896104087619,0.02780674657004955,below market
ensemble (critique-1-99),102,-0.0023944913293367297,-0.01958205421378549,0.014997334481796467,indistinguishable
ensemble (critique-5-95),102,-0.002032914777032395,-0.019429099735855306,0.014683597262972066,indistinguishable
ensemble (nocritique-1-99),102,-0.0024395501528661407,-0.020628643050152953,0.014269652902811413,indistinguishable
excited-seal,1366,0.002229277944549185,-0.0028229013785648896,0.007645439607644753,indistinguishable
fb_early_closer,102,-0.003068699090757885,-0.02422688336935334,0.019385022319137427,indistinguishable
fb_early_closer_v2,103,0.008954163224669534,-0.009594767452185194,0.028292767835537146,indistinguishable
fb_forecaster_v2,103,0.008974551574184097,-0.008123124395951127,0.028676569433839175,indistinguishable
fire hedgehog,103,-0.005806458717078036,-0.019034673918383704,0.005129087514684764,indistinguishable
foresight-32b-V2,63,0.0018602171449739076,-0.02173882496830405,0.019089217914109807,indistinguishable
foresight-v3,581,0.014167038311686456,0.0018588321287007785,0.026655335095516694,below market
foresight-v3-05-2026,204,0.02748886355961767,0.004846293647971112,0.05168442239036205,below market
foresight-v4,60,0.010506935330681248,0.0008595197873618242,0.020200904722764815,below market
foresight-v4 (low effort),60,0.011590251997347905,0.0010084234604974501,0.02310658303842464,below market
futuresearch_ec_v3,60,-0.004073981335985428,-0.011096936363023216,0.00195856121108413,indistinguishable
futuresearch_gec_v3,60,-0.003218981335985427,-0.010151664779747216,0.002584139619929911,indistinguishable
futuresearch_v3,60,-0.0007806480026520941,-0.005320674174696469,0.0034650372991375626,indistinguishable
gemini-3-1-pro_thk-high_srch-brave-long_crwd-1_data-tool-1_market-tool-0_tries-1,147,0.007461686196892951,-0.014394665999815301,0.030369519964828756,indistinguishable
gemini-3.1-flash-lite,98,0.20897879176933268,0.1369831362662113,0.28325048152426624,below market
gemini-3.1-flash-lite-zero-shot-with-freeze-values,98,0.03467287271622294,0.007782686494288406,0.06760590411776443,below market
gemini-3.1-pro-preview,99,0.2122737026605516,0.1354943829797856,0.2828618378825236,below market
gemini-3.1-pro-preview-high,99,0.225185349125198,0.1584318055728249,0.29742958080878507,below market
gemini-3.1-pro-preview-high-web-search,99,0.03512366225651117,0.008550644142781729,0.0665572035773178,below market
gemini-3.1-pro-preview-high-web-search-zero-shot-with-freeze-values,99,0.026625866801965718,0.00947010992819909,0.045732618056725995,below market
gemini-3.1-pro-preview-high-zero-shot-with-freeze-values,99,0.01789580872115764,0.004329971591844964,0.03448722437175442,below market
gemini-3.1-pro-preview-zero-shot-with-freeze-values,99,0.019090472862571782,0.0047034782268276015,0.0365423847138582,below market
gemini-3.5-flash,99,0.19426964225651117,0.12616344157118747,0.2665411534409977,below market
gemini-3.5-flash-zero-shot-with-freeze-values,99,0.01585160012124855,0.0022032866787512657,0.03201000210764217,below market
gemma-4-31b-it,86,0.15884410506847998,0.09482365859106939,0.22698276756993171,below market
gemma-4-31b-it-zero-shot-with-freeze-values,91,0.017611628128816323,0.004755423685967,0.033301152580461284,below market
glass-lantern,102,-0.0006579147770323934,-0.03298999316429165,0.0337838383024887,indistinguishable
glm-5.1,52,0.14080031896969258,0.07298631398236909,0.2121281417932751,below market
glm-5.1-zero-shot-with-freeze-values,56,0.015151375858957277,0.00308902817377424,0.02865967723104871,below market
glm-5.2,66,0.11215170197745984,0.05755291112347264,0.16908823478981305,below market
glm-5.2-12000-zero-shot-with-freeze-values,51,0.014498413245912268,-0.0034410278978659324,0.03701286879337972,indistinguishable
glm-5.2-zero-shot-with-freeze-values,61,0.018900393054314603,0.0035718593475703568,0.038680293749230134,below market
gold-anchor,60,0.002618214164014574,-0.03352616769136289,0.04587081859578259,indistinguishable
gpt-5-mini-2025-08-07,99,0.20363052084236977,0.1436481158510682,0.2640821530155753,below market
gpt-5-mini-2025-08-07-zero-shot-with-freeze-values,99,0.03791255367065259,0.015904053217439318,0.06484453941487904,below market
gpt-5-nano-2025-08-07,99,0.21696299558984447,0.15818911139611205,0.2811196423699602,below market
gpt-5-nano-2025-08-07-zero-shot-with-freeze-values,99,0.11745818033731924,0.07119782921679202,0.16491274380275917,below market
gpt-5.4-2026-03-05,99,0.17591862185247076,0.11540629567442304,0.24031306598341648,below market
gpt-5.4-2026-03-05-zero-shot-with-freeze-values,99,0.034110126902975824,0.0018466234600454014,0.07038474241264525,below market
gpt-5.4-mini-2026-03-17,99,0.18424983397368286,0.12489662578269244,0.24914412874922603,below market
gpt-5.4-mini-2026-03-17-zero-shot-with-freeze-values,99,0.06570767235752127,0.028987471240918997,0.10906769382107367,below market
gpt-5.4-nano-2026-03-17,99,0.2352313289231778,0.16832682069323798,0.29934278273273934,below market
gpt-5.4-nano-2026-03-17-zero-shot-with-freeze-values,99,0.052996238014086934,0.021415280848296133,0.08992851751758664,below market
gpt-5.5-2026-04-23,99,0.1353589955898445,0.08156110794855498,0.19631778362386731,below market
gpt-5.5-2026-04-23-high-web-search,99,0.004401238014086931,-0.011729782852804968,0.019203938545364552,indistinguishable
gpt-5.5-2026-04-23-high-web-search-zero-shot-with-freeze-values,99,0.002111561246410161,-0.00933154310784402,0.012719928224578413,indistinguishable
gpt-5.5-2026-04-23-zero-shot-with-freeze-values,99,0.016078765791864708,0.003379868325342909,0.02936359669814431,below market
green tree,147,0.010935302115260292,-0.011232354947427664,0.029663980127107057,indistinguishable
green-plant,60,-0.0026979177039546756,-0.014509926481196042,0.009157579894654537,indistinguishable
grok-4.20-0309-non-reasoning,99,0.245600945084794,0.16660971752186574,0.3242000163625284,below market
grok-4.20-0309-non-reasoning-zero-shot-with-freeze-values,99,0.12916558144843038,0.06863097398760283,0.1934491715085925,below market
grok-4.20-0309-reasoning,99,0.14698780367065262,0.09276129634283016,0.20481486162731694,below market
grok-4.20-0309-reasoning-zero-shot-with-freeze-values,99,0.020876106700955615,0.006618152292409099,0.037208410390883837,below market
grok-4.3,97,0.13643858312777946,0.08752685744483148,0.18509673599448032,below market
grok-4.3-high-web-x-search,91,0.014812435540481426,-0.007053708987430084,0.0340301399895993,indistinguishable
grok-4.3-high-web-x-search-zero-shot-with-freeze-values,89,0.01841358619698992,0.0059289968862878215,0.03225314060397637,below market
grok-4.3-zero-shot-with-freeze-values,99,0.02962164205449097,0.011274038382027568,0.0518809528898571,below market
iron-compass,103,-0.003287195998631434,-0.02830234937553523,0.023231461056447435,indistinguishable
jforecast-router,99,0.02682639892317783,0.01082237239622609,0.04413129775837842,below market
kimi-k2.6-16000,91,0.16711452564105936,0.11184600742154416,0.22354452831710148,below market
kimi-k2.6-16000-zero-shot-with-freeze-values,83,0.022397449772200907,0.00642374701468074,0.04036990297242029,below market
limeforecast ensemble_crowdadj,147,0.0035656113669609757,-0.014104268218507078,0.022722100785840332,indistinguishable
mantic-2026-01-16,179,-0.00019580929354081573,-0.004956587718589329,0.004833386430655156,indistinguishable
mantic-2026-03-01,128,0.01850331477101414,-0.011592336334148773,0.04808280531646677,indistinguishable
mantic-light-2025-10-testing,605,0.003655346456749679,-0.002435827248205838,0.010175266479213362,indistinguishable
megaflash,107,0.006834744468557263,-0.0069313486123892595,0.022533002911946192,indistinguishable
minimax-m2.7-12000,93,0.20454495238418213,0.13344062103784546,0.27627986161729057,below market
minimax-m2.7-12000-zero-shot-with-freeze-values,95,0.04159379354983203,0.016948291117949158,0.07171542894088753,below market
minimax-m3-adaptive-thinking-12000,99,0.15181154104438993,0.10224759680746226,0.2072089640632025,below market
minimax-m3-adaptive-thinking-12000-zero-shot-with-freeze-values,98,0.02679186843124865,0.010387091104190801,0.04729834766818835,below market
open-flash-med-search05-tools11-data,127,0.04183136611080509,0.016911779778629038,0.06635709636482226,below market
orcas,172,0.0466006152653428,0.01713655273575345,0.08003307136201081,below market
orion,165,0.0538684044592403,0.023321462017497307,0.08709034108573882,below market
plastic-cactus,102,-0.012282397319418544,-0.04153492204552551,0.018072257009917624,indistinguishable
polaris,209,0.02345919341729853,0.012044760986144253,0.03713942268248749,below market
pro-high-brave-c1-t1,119,0.0588110070587408,0.023474606157322133,0.09434239031919926,below market
red-lizard,60,-0.0023052198706213444,-0.012881882229873815,0.004500218030350814,indistinguishable
rice-demon,103,-0.0037691959986314396,-0.024475348313168485,0.019439919148525754,indistinguishable
rigel,108,0.023291496246133594,0.00019173142198162423,0.04551223551853131,below market
silver-anchor,103,0.0017679787586501116,-0.02565040314817699,0.03517526519327596,indistinguishable
sirius,204,0.06155323074812062,0.038903099139898076,0.08359837246196317,below market
skipper-morgan-nano,90,0.034995268430785625,0.008456774927574793,0.06881976139987439,below market
sonnet_search_nocrowd,128,0.027229966346871984,-0.011139550713869307,0.06810683410778523,indistinguishable
steel-feather,102,0.01256851659551662,-0.014140690216834055,0.03913594732808849,indistinguishable
supersonic,119,0.002997146341649874,-0.013425215416793153,0.021920851571928544,indistinguishable
tungsten-feather,60,0.04196624966401456,0.01438367686359058,0.08106569809772368,below market
vati-2.0,189,0.02300256065531382,0.008445832030938323,0.039028819415029656,below market
vati-2.0-opus,60,0.01833129402419791,-0.0008964525630602594,0.038462182598959276,indistinguishable
vati-2.0-raw-market,90,0.01699917189627451,-0.0033173528600531086,0.040808177868058695,indistinguishable
vati-2.0-soft-market,90,0.03077866691150784,0.011684325436065887,0.05500793999115777,below market
vega,429,0.10187163275361853,0.08159275835893047,0.12407909213144928,below market
